,protein_name
30511,Coenzyme A biosynthesis bifunctional protein CoaBC [Includes: Phosphopantothenoylcysteine decarboxylase ; Phosphopantothenate--cysteine ligase ]
30512,"Corrinoid adenosyltransferase alamin adenosyltransferase) yrinic acid a,c-diamide"
30513,Cystathionine gamma-synthase
30514,Cysteine desulfurase
30515,Cysteine--tRNA ligase
30516,Cytosine-specific methyltransferase
30517,D-3-phosphoglycerate dehydrogenase
30518,D-alanine--D-alanine ligase
30519,DNA ligase ])
30520,DNA polymerase IV
30521,DNA-3-methyladenine glycosylase II
30522,DNA-directed RNA polymerase subunit alpha
30523,Delta-aminolevulinic acid dehydratase
30524,Deoxyuridine 5'-triphosphate nucleotidohydrolase
30525,Dephospho-CoA kinase
30526,Diacylglycerol kinase
30527,Diaminopimelate decarboxylase
30528,Diaminopimelate epimerase
30529,Dihydrofolate reductase
30530,Dihydrofolate synthase/folylpolyglutamate synthase
30531,Dihydrolipoyl dehydrogenase
30532,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
30533,Dihydroorotase
30534,Dihydroorotate dehydrogenase
30535,"Ditrans,polycis-undecaprenyl-diphosphate synthase -farnesyl-diphosphate specific)"
30536,Dual-specificity RNA methyltransferase RlmN -C)-methyltransferase)
30537,Electron transfer flavoprotein-ubiquinone oxidoreductase
30538,Enolase
30539,Enolase-phosphatase E1
30540,Enoyl-[acyl-carrier-protein] reductase [NADH]
30541,Epoxyqueuosine reductase
30542,Exodeoxyribonuclease 7 small subunit
30543,Exodeoxyribonuclease I
30544,Exodeoxyribonuclease III
30545,Fe/S-dependent 2-methylisocitrate dehydratase AcnD
30546,Formamidopyrimidine-DNA glycosylase lyase MutM)
30547,Formimidoylglutamate deiminase
30548,"Fructose-1,6-bisphosphatase class 1"
30549,Fructose-bisphosphate aldolase
30550,Fumarate hydratase class II
30551,GMP synthase [glutamine-hydrolyzing]
30552,GTP cyclohydrolase FolE2
30553,Glucose-1-phosphate thymidylyltransferase
30554,Glucose-6-phosphate isomerase
30555,Glutamate--tRNA ligase
30556,"Glutamate-1-semialdehyde 2,1-aminomutase"
30557,Glutamine synthetase
30558,Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
30559,Glutamine--tRNA ligase
30560,Glutamine-dependent NAD synthetase synthase [glutamine-hydrolyzing])
30561,Glutamyl-tRNA reductase
30562,Glutathione hydrolase proenzyme [Cleaved into: large chain; small chain]
30563,Glutathione synthetase
30564,Glycerol-3-phosphate acyltransferase
30565,Glycerol-3-phosphate dehydrogenase [NAD+] -dependent dehydrogenase) H-dependent dihydroxyacetone-phosphate reductase)
30566,Glycine dehydrogenase )
30567,Glycine--tRNA ligase beta subunit
30568,Guanylate kinase
30569,Histidine biosynthesis bifunctional protein HisB [Includes: Histidinol-phosphatase ; Imidazoleglycerol-phosphate dehydratase ]
30570,Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase ; Phosphoribosyl-ATP pyrophosphatase ]
30571,Histidine--tRNA ligase
30572,Histidinol dehydrogenase
30573,Histidinol-phosphate aminotransferase
30574,"Homogentisate 1,2-dioxygenase"
30575,Homoserine kinase
30576,Hydroxyacylglutathione hydrolase
30577,Hypoxanthine-guanine phosphoribosyltransferase
30578,Imidazolonepropionase
30579,Indole-3-glycerol phosphate synthase
30580,Inorganic pyrophosphatase
30581,Inosine-5'-monophosphate dehydrogenase
30582,Inositol-1-monophosphatase
30583,Isocitrate dehydrogenase
30584,Isocitrate dehydrogenase [NADP]
30585,Isocitrate lyase
30586,Isoleucine--tRNA ligase
30587,"Isovaleryl-CoA dehydrogenase, mitochondrial"
30588,Kynureninase
30589,L-cysteine desulfhydrase Cds1
30590,L-serine dehydratase
30591,L-threonine 3-dehydrogenase
30592,Leucine--tRNA ligase
30593,Leucyl/phenylalanyl-tRNA--protein transferase
30594,LexA repressor
30595,Lipid A biosynthesis acyltransferase -lipid IV acyltransferase)
30596,Lipid-A-disaccharide synthase
30597,Lipoprotein signal peptidase
30598,Lipoyl synthase
30599,Lon protease
30600,Long-chain-fatty-acid--CoA ligase
30601,Lysine--tRNA ligase
30602,Malate dehydrogenase
30603,Maleylacetoacetate isomerase
30604,Malonyl CoA-acyl carrier protein transacylase
30605,Malonyl-[acyl-carrier protein] O-methyltransferase
30606,Methionine aminopeptidase
30607,Methionine synthase
30608,Methionine--tRNA ligase
30609,Methionyl-tRNA formyltransferase
30610,Methylthioribose-1-phosphate isomerase
30611,Methylthioribulose-1-phosphate dehydratase
30612,"Multifunctional CCA protein [Includes: CCA-adding enzyme ; 2'-nucleotidase 2',3'-cyclic phosphodiesterase Phosphatase]"
30613,N-acetyl-gamma-glutamyl-phosphate reductase
30614,N-acetylmuramoyl-L-alanine amidase
30615,N-acetylornithine carbamoyltransferase
30616,N-anthranilate isomerase
30617,N-formylglutamate deformylase
30618,N5-carboxyaminoimidazole ribonucleotide mutase imidazole mutase)
30619,N5-carboxyaminoimidazole ribonucleotide synthase imidazole synthetase)
30620,NAD kinase
30621,NADH:quinone oxidoreductase
30622,NADPH-dependent 7-cyano-7-deazaguanine reductase reductase)
30623,Nucleoside diphosphate kinase
30624,Octanoyltransferase
30625,Orotate phosphoribosyltransferase
30626,Orotidine 5'-phosphate decarboxylase
30627,Oxygen-dependent coproporphyrinogen-III oxidase
30628,Pantothenate synthetase
30629,Penicillin-binding protein 1A
30630,Peptide deformylase
30631,Peptide methionine sulfoxide reductase MsrA -S-oxide reductase)
30632,Peptidyl-prolyl cis-trans isomerase
30633,Peptidyl-tRNA hydrolase
30634,Phenylalanine--tRNA ligase alpha subunit
30635,Phenylalanine-4-hydroxylase
30636,Phosphatidylglycerophosphatase A
30637,Phosphatidylserine decarboxylase proenzyme [Cleaved into: alpha chain; beta chain]
30638,Phospho-2-dehydro-3-deoxyheptonate aldolase
30639,Phospho-N-acetylmuramoyl-pentapeptide-transferase
30640,Phosphoenolpyruvate carboxykinase [GTP]
30641,Phosphoenolpyruvate synthase
30642,Phosphoenolpyruvate-protein phosphotransferase
30643,Phosphoglucosamine mutase
30644,Phosphoglycerate kinase
30645,Phosphoglycolate phosphatase
30646,Phosphomethylpyrimidine synthase
30647,Phosphopantetheine adenylyltransferase
30648,Phosphoribosylamine--glycine ligase
30649,Phosphoribosylaminoimidazole-succinocarboxamide synthase
30650,Phosphoribosylformylglycinamidine cyclo-ligase
30651,Phosphoribosylformylglycinamidine synthase
30652,Phosphoribosylglycinamide formyltransferase
30653,Phosphoserine aminotransferase
30654,Pimeloyl-[acyl-carrier protein] methyl ester esterase
30655,Poly polymerase I
30656,Polyamine aminopropyltransferase
30657,Polyphosphate kinase
30658,Polyribonucleotide nucleotidyltransferase
30659,Porphobilinogen deaminase
30660,Prepilin leader peptidase/N-methyltransferase
30661,Probable cytosol aminopeptidase
30662,Probable nicotinate-nucleotide adenylyltransferase diphosphorylase) pyrophosphorylase)
30663,Probable periplasmic serine endoprotease DegP-like
30664,Proline iminopeptidase
30665,Proline--tRNA ligase
30666,Protein-L-isoaspartate O-methyltransferase
30667,Pteridine reductase
30668,Putative glutamate--cysteine ligase 2
30669,Putative pterin-4-alpha-carbinolamine dehydratase
30670,Pyridoxine 5'-phosphate synthase
30671,Pyridoxine/pyridoxamine 5'-phosphate oxidase
30672,Pyrroline-5-carboxylate reductase
30673,Pyruvate dehydrogenase E1 component subunit alpha
30674,Pyruvate kinase
30675,Queuine tRNA-ribosyltransferase
30676,RecBCD enzyme subunit RecB
30677,Release factor glutamine methyltransferase MTase PrmC)
30678,Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase ; 5-amino-6-uracil reductase ]
30679,Riboflavin biosynthesis protein [Includes: kinase ; FMN adenylyltransferase ]
30680,Riboflavin synthase
30681,Ribokinase
30682,Ribonuclease 3
30683,Ribonuclease E
30684,Ribonuclease HII
30685,Ribonuclease P protein component
30686,Ribonuclease PH
30687,Ribonucleoside-diphosphate reductase
30688,Ribose-5-phosphate isomerase A
30689,Ribose-phosphate pyrophosphokinase
30690,Ribosomal RNA large subunit methyltransferase E -methyltransferase)
30691,Ribosomal RNA large subunit methyltransferase H -methyltransferase) -methyltransferase RlmH)
30692,Ribosomal RNA large subunit methyltransferase J -N6)-methyltransferase)
30693,Ribosomal RNA large subunit methyltransferase K/L [Includes: 23S rRNA m2G2445 -)-methyltransferase RlmL); m7G2069 RlmK)]
30694,Ribosomal RNA large subunit methyltransferase M -methyltransferase)
30695,Ribosomal RNA small subunit methyltransferase A -N/adenine-N)-dimethyltransferase) dimethyltransferase)
30696,Ribosomal RNA small subunit methyltransferase D
30697,Ribosomal RNA small subunit methyltransferase E
30698,Ribosomal RNA small subunit methyltransferase G
30699,Ribosomal RNA small subunit methyltransferase H C1402 methyltransferase) -)-methyltransferase RsmH)
30700,Ribosomal RNA small subunit methyltransferase I -methyltransferase RsmI)
30701,Ribosomal protein uS12 methylthiotransferase RimO )-methylthiotransferase)
30702,Ribulose-phosphate 3-epimerase
30703,S-adenosylmethionine decarboxylase proenzyme [Cleaved into: beta chain; alpha chain]
30704,S-adenosylmethionine synthase
30705,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
30706,Serine hydroxymethyltransferase
30707,Serine--tRNA ligase synthetase)
30708,Shikimate dehydrogenase )
30709,Shikimate kinase
30710,Signal peptidase I
30711,Succinate dehydrogenase flavoprotein subunit
30712,Succinate--CoA ligase [ADP-forming] subunit beta
30713,Succinyl-diaminopimelate desuccinylase
30714,Superoxide dismutase
30715,Tetraacyldisaccharide 4'-kinase
30716,Thiamine-monophosphate kinase
30717,Thiamine-phosphate synthase
30718,Thiazole synthase
30719,Thioredoxin reductase
30720,Threonine synthase
30721,Threonine--tRNA ligase
30722,Threonylcarbamoyl-AMP synthase
30723,Thymidine kinase
30724,Thymidylate kinase
30725,Thymidylate synthase
30726,Transketolase
30727,Triosephosphate isomerase
30728,"Tryptophan 2,3-dioxygenase"
30729,Tryptophan synthase alpha chain
30730,Tryptophan--tRNA ligase
30731,Type III pantothenate kinase
30732,Tyrosine--tRNA ligase
30733,"UDP-2,3-diacylglucosamine hydrolase"
30734,UDP-3-O-acyl-N-acetylglucosamine deacetylase
30735,UDP-3-O-acylglucosamine N-acyltransferase
30736,UDP-N-acetylenolpyruvoylglucosamine reductase
30737,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
30738,UDP-N-acetylglucosamine--N-acetylmuramyl- pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
30739,UDP-N-acetylmuramate--L-alanine ligase
30740,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
30741,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
30742,UDP-N-acetylmuramoylalanine--D-glutamate ligase
30743,UDP-glucose 6-dehydrogenase
30744,UTP--glucose-1-phosphate uridylyltransferase
30745,Ubiquinone biosynthesis O-methyltransferase
30746,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
30747,Uncharacterized protein
30748,Undecaprenyl-diphosphatase
30749,Uracil-DNA glycosylase
30750,Uridylate kinase
30751,Urocanate hydratase
30752,Uroporphyrinogen decarboxylase
30753,Uroporphyrinogen-III C-methyltransferase
30754,Uroporphyrinogen-III synthase
30755,Valine--tRNA ligase
30756,Xaa-Pro aminopeptidase
30757,Xaa-Pro dipeptidase
30758,acetyl-CoA C-acyltransferase
30759,alanine dehydrogenase
30760,alanine transaminase
30761,aldehyde dehydrogenase )
30762,argininosuccinate synthase
30763,asparagine synthase
30764,beta-N-acetylhexosaminidase
30765,biotin--[biotin carboxyl-carrier protein] ligase
30766,bis-tetraphosphatase
30767,cysteine synthase
30768,dCTP deaminase
30769,dITP/XTP pyrophosphatase
30770,"dTDP-4-dehydrorhamnose 3,5-epimerase"
30771,dTDP-4-dehydrorhamnose reductase
30772,"dTDP-glucose 4,6-dehydratase"
30773,dihydroneopterin aldolase
30774,dihydropteroate synthase
30775,ferredoxin--NADP reductase
30776,glutaryl-CoA dehydrogenase
30777,glycerophosphodiester phosphodiesterase
30778,"guanosine-3',5'-bis 3'-diphosphatase"
30779,histidine kinase
30780,hydroxymethylpyrimidine kinase
30781,malate synthase
30782,mannose-1-phosphate guanylyltransferase
30783,nicotinate-nucleotide diphosphorylase
30784,non-specific serine/threonine protein kinase
30785,oxoglutarate dehydrogenase
30786,phosphomannomutase
30787,tRNA -)-methyltransferase
30788,tRNA -)-methyltransferase -N)-methyltransferase) -methyltransferase)
30789,tRNA -2'-O)-methyltransferase -methyltransferase TrmL)
30790,tRNA -methyltransferase TrmJ /uridine-2'-O)-methyltransferase)
30791,tRNA N6-adenosine threonylcarbamoyltransferase A synthase) A37 threonylcarbamoyladenosine biosynthesis protein TsaD)
30792,tRNA dimethylallyltransferase
30793,tRNA pseudouridine synthase A synthase)
30794,tRNA pseudouridine synthase B synthase)
30795,tRNA pseudouridine synthase C synthase)
30796,tRNA pseudouridine synthase D synthase)
30797,tRNA-2-methylthio-N-dimethylallyladenosine synthase adenosine tRNA methylthiotransferase MiaB) A37 methylthiotransferase)
30798,tRNA-lysidine synthase -2-lysyl-cytidine synthase) -lysidine synthetase)
30799,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD"
30800,1--5-[methylideneamino] imidazole-4-carboxamide isomerase
30801,1-deoxy-D-xylulose 5-phosphate reductoisomerase
30802,1-deoxy-D-xylulose-5-phosphate synthase
30803,16S rRNA -C)-methyltransferase -)-methyltransferase RsmB)
30804,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
30805,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
30806,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
30807,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
30808,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
30809,2-dehydro-3-deoxy-phosphogluconate aldolase
30810,2-dehydro-3-deoxyphosphooctonate aldolase
30811,2-dehydropantoate 2-reductase
30812,2-hydroxymuconic semialdehyde dehydrogenase
30813,2-isopropylmalate synthase
30814,2-oxo-3-hexenedioate decarboxylase
30815,2-oxoisovalerate dehydrogenase subunit alpha
30816,2-oxopent-4-enoate hydratase
30817,23S rRNA -C)-methyltransferase RlmD -methyltransferase)
30818,23S rRNA -methyltransferase RlmB -methyltransferase)
30819,"3,4-dihydroxy-2-butanone 4-phosphate synthase"
30820,3-dehydroquinate dehydratase
30821,3-dehydroquinate synthase
30822,3-deoxy-D-manno-octulosonic acid transferase)
30823,3-deoxy-manno-octulosonate cytidylyltransferase
30824,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA
30825,3-hydroxybutyrate dehydrogenase
30826,3-hydroxyisobutyrate dehydrogenase
30827,3-isopropylmalate dehydratase large subunit
30828,3-isopropylmalate dehydrogenase
30829,3-methyl-2-oxobutanoate hydroxymethyltransferase
30830,3-oxoacyl-[acyl-carrier-protein] reductase
30831,3-oxoacyl-[acyl-carrier-protein] synthase 1
30832,3-oxoacyl-[acyl-carrier-protein] synthase 2
30833,3-propionate/3-hydroxycinnamic acid hydroxylase
30834,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase -2-C-methyl-D-erythritol kinase)
30835,4-hydroxy-2-oxovalerate aldolase
30836,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase -butenyl 4-diphosphate synthase)
30837,4-hydroxy-3-polyprenylbenzoate decarboxylase
30838,4-hydroxy-tetrahydrodipicolinate reductase
30839,4-hydroxy-tetrahydrodipicolinate synthase
30840,4-hydroxybenzoate octaprenyltransferase
30841,4-hydroxyphenylpyruvate dioxygenase
30842,4-hydroxythreonine-4-phosphate dehydrogenase PdxA
30843,5'-nucleotidase SurE
30844,5-hydroxyisourate hydrolase
30845,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
30846,"6,7-dimethyl-8-ribityllumazine synthase"
30847,7-cyano-7-deazaguanine synthase
30848,8-oxo-dGTP diphosphatase
30849,AMP nucleosidase
30850,ATP phosphoribosyltransferase
30851,ATP-dependent 6-phosphofructokinase
30852,ATP-dependent Clp protease proteolytic subunit
30853,ATP-dependent RNA helicase RhlE
30854,ATP-dependent protease subunit HslV
30855,Acetaldehyde dehydrogenase
30856,Acetate kinase
30857,Acetoacetate--CoA ligase
30858,Acetoacetyl-CoA reductase
30859,Acetolactate synthase
30860,Acetyl-CoA C-acyltransferase
30861,Acetyl-coenzyme A synthetase
30862,Acetylglutamate kinase
30863,Acetylornithine aminotransferase
30864,Acetyltransferase component of pyruvate dehydrogenase complex
30865,Aconitate hydratase B
30866,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
30867,Adenine phosphoribosyltransferase
30868,Adenosylcobinamide-GDP ribazoletransferase
30869,Adenosylmethionine decarboxylase
30870,Adenylate kinase
30871,Adenylosuccinate lyase
30872,Adenylosuccinate synthetase
30873,Alanine racemase
30874,Alanine--tRNA ligase
30875,Amidase
30876,Amidophosphoribosyltransferase
30877,Aminopeptidase N
30878,Anhydro-N-acetylmuramic acid kinase
30879,Anthranilate phosphoribosyltransferase
30880,Anthranilate synthase component 1
30881,Arginase
30882,Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: alpha chain; beta chain] [Includes: Glutamate N-acetyltransferase ; Amino-acid acetyltransferase ]
30883,Arginine--tRNA ligase
30884,Argininosuccinate lyase
30885,Argininosuccinate synthase
30886,Arsenate reductase
30887,Aspartate 1-decarboxylase [Cleaved into: beta chain; alpha chain]
30888,Aspartate aminotransferase family protein
30889,Aspartate carbamoyltransferase
30890,Aspartate-semialdehyde dehydrogenase
30891,Aspartokinase
30892,Beta-hexosaminidase
30893,Beta-ketoacyl-[acyl-carrier-protein] synthase III
30894,Bifunctional adenosylcobalamin biosynthesis protein
30895,Bifunctional chorismate mutase/prephenate dehydratase
30896,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme [Includes: adenylyl-L-tyrosine phosphorylase ; adenylyl transferase ]
30897,Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase ; Methenyltetrahydrofolate cyclohydrolase ]
30898,Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase ; Glucosamine-1-phosphate N-acetyltransferase ]
30899,Bifunctional protein PutA [Includes: Proline dehydrogenase ; Delta-1-pyrroline-5-carboxylate ]
30900,Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase ; IMP cyclohydrolase ]
